uid	similarity	catnum	ti_uid	gene	indication_mesh_id	indication_mesh_term	hcat	acat	ccat	hcatnum	acatnum	ccatnum	succ_p_1	succ_1_2	succ_2_3	succ_3_a	orphan	year_launch	arow	assoc_mesh_id	assoc_mesh_term	assoc_source	assoc_info	original_trait	original_link	assoc_year	pic_qtl_pval	pic_h4	af_gnomad_nfe	l2g_share	l2g_rank	cat	assoc_share	assoc_rank	highest_phase_with_known_outcome	genetic_insight	target_status
F2RL1-D018805	0.236	1	F2RL1-D018805	F2RL1	D018805	Sepsis	Preclinical	NA	Preclinical	1	NA	1	FALSE	NA	NA	NA	FALSE	NA	166071	D008107	Liver Diseases	OTG	NA	Gamma glutamyl transferase levels	https://genetics.opentargets.org/study/GCST90025966	2021	NA	NA	0.538822915307321	0.83	1	Preclinical	0.83	1	0	gwas	unsupported target
F2RL1-D019337	0.457	1	F2RL1-D019337	F2RL1	D019337	Hematologic Neoplasms	Preclinical	NA	Preclinical	1	NA	1	FALSE	NA	NA	NA	FALSE	NA	166054	D000740	Anemia	OTG	NA	Mean corpuscular volume	https://genetics.opentargets.org/study/GCST90002392	2020	NA	NA	0.0359413520176463	0.16	3	Preclinical	0.16	3	0	gwas	unsupported target
F2RL3-D002318	0.256	2	F2RL3-D002318	F2RL3	D002318	Cardiovascular Diseases	Phase I	NA	Phase I	2	NA	2	TRUE	FALSE	NA	NA	FALSE	NA	166145	D001943	Breast Neoplasms	PICCOLO	gtex-v6p-skin-not-sun-exposed-suprapubic	breast_cancer	https://www.ncbi.nlm.nih.gov/pubmed/20852631	2010	1.84e-06	0.957283	NA	NA	NA	Phase I	NA	NA	1	gwas	unsupported target
F2RL3-D002545	0.207	3	F2RL3-D002545	F2RL3	D002545	Brain Ischemia	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	166145	D001943	Breast Neoplasms	PICCOLO	gtex-v6p-skin-not-sun-exposed-suprapubic	breast_cancer	https://www.ncbi.nlm.nih.gov/pubmed/20852631	2010	1.84e-06	0.957283	NA	NA	NA	Phase II	NA	NA	2	omim/tcga	unsupported target
F2RL3-D007249	0.222	1	F2RL3-D007249	F2RL3	D007249	Inflammation	Preclinical	NA	Preclinical	1	NA	1	FALSE	NA	NA	NA	FALSE	NA	166145	D001943	Breast Neoplasms	PICCOLO	gtex-v6p-skin-not-sun-exposed-suprapubic	breast_cancer	https://www.ncbi.nlm.nih.gov/pubmed/20852631	2010	1.84e-06	0.957283	NA	NA	NA	Preclinical	NA	NA	0	gwas	unsupported target
F2RL3-D013927	0.214	3	F2RL3-D013927	F2RL3	D013927	Thrombosis	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	166145	D001943	Breast Neoplasms	PICCOLO	gtex-v6p-skin-not-sun-exposed-suprapubic	breast_cancer	https://www.ncbi.nlm.nih.gov/pubmed/20852631	2010	1.84e-06	0.957283	NA	NA	NA	Phase II	NA	NA	2	both	unsupported target
F2RL3-D020521	0.216	3	F2RL3-D020521	F2RL3	D020521	Stroke	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	166145	D001943	Breast Neoplasms	PICCOLO	gtex-v6p-skin-not-sun-exposed-suprapubic	breast_cancer	https://www.ncbi.nlm.nih.gov/pubmed/20852631	2010	1.84e-06	0.957283	NA	NA	NA	Phase II	NA	NA	2	gwas	unsupported target
F3-D000787	0.247	3	F3-D000787	F3	D000787	Angina Pectoris	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	166158	D001778	Blood Coagulation Disorders	OTG	NA	D-dimer levels	https://genetics.opentargets.org/study/GCST001049	2011	NA	NA	0.299583821043049	0.82	1	Phase II	0.82	1	2	gwas	unsupported target
F3-D001172	0.259	1	F3-D001172	F3	D001172	Arthritis, Rheumatoid	Preclinical	NA	Preclinical	1	NA	1	FALSE	NA	NA	NA	FALSE	NA	166158	D001778	Blood Coagulation Disorders	OTG	NA	D-dimer levels	https://genetics.opentargets.org/study/GCST001049	2011	NA	NA	0.299583821043049	0.82	1	Preclinical	0.82	1	0	gwas	unsupported target
F3-D001749	0.606	3	F3-D001749	F3	D001749	Urinary Bladder Neoplasms	NA	Phase II	Phase II	NA	4	3	TRUE	TRUE	NA	NA	FALSE	NA	166168	D051437	Renal Insufficiency	OTG	NA	Creatinine levels	https://genetics.opentargets.org/study/GCST90025946	2021	NA	NA	0.299596196430897	0.44	1	Phase II	0.44	1	1	both	unsupported target
F3-D001778	1	1	F3-D001778	F3	D001778	Blood Coagulation Disorders	Preclinical	NA	Preclinical	1	NA	1	FALSE	NA	NA	NA	TRUE	NA	166158	D001778	Blood Coagulation Disorders	OTG	NA	D-dimer levels	https://genetics.opentargets.org/study/GCST001049	2011	NA	NA	0.299583821043049	0.82	1	Preclinical	0.82	1	0	both	genetically supported target
F3-D001943	0.249	2	F3-D001943	F3	D001943	Breast Neoplasms	Phase I	NA	Phase I	2	NA	2	TRUE	FALSE	NA	NA	TRUE	NA	166158	D001778	Blood Coagulation Disorders	OTG	NA	D-dimer levels	https://genetics.opentargets.org/study/GCST001049	2011	NA	NA	0.299583821043049	0.82	1	Phase I	0.82	1	1	both	unsupported target
F3-D002289	0.232	3	F3-D002289	F3	D002289	Carcinoma, Non-Small-Cell Lung	NA	Phase II	Phase II	NA	4	3	TRUE	TRUE	NA	NA	TRUE	NA	166158	D001778	Blood Coagulation Disorders	OTG	NA	D-dimer levels	https://genetics.opentargets.org/study/GCST001049	2011	NA	NA	0.299583821043049	0.82	1	Phase II	0.82	1	1	both	unsupported target
F3-D002318	0.34	1	F3-D002318	F3	D002318	Cardiovascular Diseases	Preclinical	NA	Preclinical	1	NA	1	FALSE	NA	NA	NA	FALSE	NA	166158	D001778	Blood Coagulation Disorders	OTG	NA	D-dimer levels	https://genetics.opentargets.org/study/GCST001049	2011	NA	NA	0.299583821043049	0.82	1	Preclinical	0.82	1	0	gwas	unsupported target
F3-D002446	0.277	3	F3-D002446	F3	D002446	Celiac Disease	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	166158	D001778	Blood Coagulation Disorders	OTG	NA	D-dimer levels	https://genetics.opentargets.org/study/GCST001049	2011	NA	NA	0.299583821043049	0.82	1	Phase II	0.82	1	2	both	unsupported target
F3-D002583	0.516	5	F3-D002583	F3	D002583	Uterine Cervical Neoplasms	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	FALSE	2021	166168	D051437	Renal Insufficiency	OTG	NA	Creatinine levels	https://genetics.opentargets.org/study/GCST90025946	2021	NA	NA	0.299596196430897	0.44	1	Launched	0.44	1	3	gwas	unsupported target
F3-D002836	0.475	1	F3-D002836	F3	D002836	Hemophilia B	NA	Preclinical	Preclinical	NA	2	1	NA	NA	NA	NA	FALSE	NA	166158	D001778	Blood Coagulation Disorders	OTG	NA	D-dimer levels	https://genetics.opentargets.org/study/GCST001049	2011	NA	NA	0.299583821043049	0.82	1	Preclinical	0.82	1	NA	both	unsupported target
F3-D003424	0.24	3	F3-D003424	F3	D003424	Crohn Disease	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	166158	D001778	Blood Coagulation Disorders	OTG	NA	D-dimer levels	https://genetics.opentargets.org/study/GCST001049	2011	NA	NA	0.299583821043049	0.82	1	Phase II	0.82	1	2	both	unsupported target
F3-D004938	0.233	3	F3-D004938	F3	D004938	Esophageal Neoplasms	NA	Phase II	Phase II	NA	4	3	TRUE	TRUE	NA	NA	FALSE	NA	166158	D001778	Blood Coagulation Disorders	OTG	NA	D-dimer levels	https://genetics.opentargets.org/study/GCST001049	2011	NA	NA	0.299583821043049	0.82	1	Phase II	0.82	1	1	both	unsupported target
F3-D006258	0.253	3	F3-D006258	F3	D006258	Head and Neck Neoplasms	NA	Phase II	Phase II	NA	4	3	TRUE	TRUE	NA	NA	FALSE	NA	166158	D001778	Blood Coagulation Disorders	OTG	NA	D-dimer levels	https://genetics.opentargets.org/study/GCST001049	2011	NA	NA	0.299583821043049	0.82	1	Phase II	0.82	1	1	both	unsupported target
F3-D008175	0.251	1	F3-D008175	F3	D008175	Lung Neoplasms	Preclinical	NA	Preclinical	1	NA	1	FALSE	NA	NA	NA	FALSE	NA	166158	D001778	Blood Coagulation Disorders	OTG	NA	D-dimer levels	https://genetics.opentargets.org/study/GCST001049	2011	NA	NA	0.299583821043049	0.82	1	Preclinical	0.82	1	0	both	unsupported target
F3-D008268	0.255	1	F3-D008268	F3	D008268	Macular Degeneration	Preclinical	NA	Preclinical	1	NA	1	FALSE	NA	NA	NA	FALSE	NA	166158	D001778	Blood Coagulation Disorders	OTG	NA	D-dimer levels	https://genetics.opentargets.org/study/GCST001049	2011	NA	NA	0.299583821043049	0.82	1	Preclinical	0.82	1	0	both	unsupported target
F3-D008545	0.252	2	F3-D008545	F3	D008545	Melanoma	Phase I	NA	Phase I	2	NA	2	TRUE	FALSE	NA	NA	FALSE	NA	166158	D001778	Blood Coagulation Disorders	OTG	NA	D-dimer levels	https://genetics.opentargets.org/study/GCST001049	2011	NA	NA	0.299583821043049	0.82	1	Phase I	0.82	1	1	both	unsupported target
F3-D009369	0.333	3	F3-D009369	F3	D009369	Neoplasms	NA	Phase II	Phase II	NA	4	3	TRUE	TRUE	NA	NA	TRUE	NA	166158	D001778	Blood Coagulation Disorders	OTG	NA	D-dimer levels	https://genetics.opentargets.org/study/GCST001049	2011	NA	NA	0.299583821043049	0.82	1	Phase II	0.82	1	1	gwas	unsupported target
F3-D010051	0.52	3	F3-D010051	F3	D010051	Ovarian Neoplasms	NA	Phase II	Phase II	NA	4	3	TRUE	TRUE	NA	NA	FALSE	NA	166168	D051437	Renal Insufficiency	OTG	NA	Creatinine levels	https://genetics.opentargets.org/study/GCST90025946	2021	NA	NA	0.299596196430897	0.44	1	Phase II	0.44	1	1	gwas	unsupported target
F3-D010190	0.239	2	F3-D010190	F3	D010190	Pancreatic Neoplasms	Phase I	NA	Phase I	2	NA	2	TRUE	FALSE	NA	NA	TRUE	NA	166158	D001778	Blood Coagulation Disorders	OTG	NA	D-dimer levels	https://genetics.opentargets.org/study/GCST001049	2011	NA	NA	0.299583821043049	0.82	1	Phase I	0.82	1	1	gwas	unsupported target
F3-D011471	0.521	3	F3-D011471	F3	D011471	Prostatic Neoplasms	NA	Phase II	Phase II	NA	4	3	TRUE	TRUE	NA	NA	FALSE	NA	166168	D051437	Renal Insufficiency	OTG	NA	Creatinine levels	https://genetics.opentargets.org/study/GCST90025946	2021	NA	NA	0.299596196430897	0.44	1	Phase II	0.44	1	1	both	unsupported target
F3-D013927	0.255	1	F3-D013927	F3	D013927	Thrombosis	Preclinical	NA	Preclinical	1	NA	1	FALSE	NA	NA	NA	FALSE	NA	166158	D001778	Blood Coagulation Disorders	OTG	NA	D-dimer levels	https://genetics.opentargets.org/study/GCST001049	2011	NA	NA	0.299583821043049	0.82	1	Preclinical	0.82	1	0	both	unsupported target
F3-D014842	0.848	1	F3-D014842	F3	D014842	von Willebrand Diseases	Preclinical	NA	Preclinical	1	NA	1	FALSE	NA	NA	NA	TRUE	NA	166162	D001791	Blood Platelet Disorders	OTG	NA	Mean platelet volume	https://genetics.opentargets.org/study/GCST90002346	2020	NA	NA	0.0755512321660182	0.29	2	Preclinical	0.29	2	0	both	genetically supported target
F3-D015179	0.253	2	F3-D015179	F3	D015179	Colorectal Neoplasms	Phase I	NA	Phase I	2	NA	2	TRUE	FALSE	NA	NA	TRUE	NA	166158	D001778	Blood Coagulation Disorders	OTG	NA	D-dimer levels	https://genetics.opentargets.org/study/GCST001049	2011	NA	NA	0.299583821043049	0.82	1	Phase I	0.82	1	1	both	unsupported target
F3-D015212	0.247	3	F3-D015212	F3	D015212	Inflammatory Bowel Diseases	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	166158	D001778	Blood Coagulation Disorders	OTG	NA	D-dimer levels	https://genetics.opentargets.org/study/GCST001049	2011	NA	NA	0.299583821043049	0.82	1	Phase II	0.82	1	2	both	unsupported target
F3-D016889	0.504	3	F3-D016889	F3	D016889	Endometrial Neoplasms	NA	Phase II	Phase II	NA	4	3	TRUE	TRUE	NA	NA	FALSE	NA	166168	D051437	Renal Insufficiency	OTG	NA	Creatinine levels	https://genetics.opentargets.org/study/GCST90025946	2021	NA	NA	0.299596196430897	0.44	1	Phase II	0.44	1	1	gwas	unsupported target
F3-D050197	0.247	3	F3-D050197	F3	D050197	Atherosclerosis	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	166158	D001778	Blood Coagulation Disorders	OTG	NA	D-dimer levels	https://genetics.opentargets.org/study/GCST001049	2011	NA	NA	0.299583821043049	0.82	1	Phase II	0.82	1	2	both	unsupported target
F3-D054058	0.228	2	F3-D054058	F3	D054058	Acute Coronary Syndrome	Phase I	NA	Phase I	2	NA	2	TRUE	FALSE	NA	NA	FALSE	NA	166158	D001778	Blood Coagulation Disorders	OTG	NA	D-dimer levels	https://genetics.opentargets.org/study/GCST001049	2011	NA	NA	0.299583821043049	0.82	1	Phase I	0.82	1	1	gwas	unsupported target
F3-D057135	0.196	3	F3-D057135	F3	D057135	Wet Macular Degeneration	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	166158	D001778	Blood Coagulation Disorders	OTG	NA	D-dimer levels	https://genetics.opentargets.org/study/GCST001049	2011	NA	NA	0.299583821043049	0.82	1	Phase II	0.82	1	2	gwas	unsupported target
F5-D002836	0.781	1	F5-D002836	F5	D002836	Hemophilia B	NA	Preclinical	Preclinical	NA	2	1	NA	NA	NA	NA	TRUE	NA	166245	D005166	Factor V Deficiency	OMIM	NA	Factor V deficiency, 227400 (3), Autosomal recessive	https://omim.org/entry/612309	NA	NA	NA	NA	NA	NA	Preclinical	NA	NA	NA	both	unsupported target
F5-D006467	0.81	1	F5-D006467	F5	D006467	Hemophilia A	NA	Preclinical	Preclinical	NA	2	1	NA	NA	NA	NA	TRUE	NA	166245	D005166	Factor V Deficiency	OMIM	NA	Factor V deficiency, 227400 (3), Autosomal recessive	https://omim.org/entry/612309	NA	NA	NA	NA	NA	NA	Preclinical	NA	NA	NA	both	genetically supported target
F7-D000789	0.454	1	F7-D000789	F7	D000789	Angina, Unstable	Preclinical	NA	Preclinical	1	NA	1	FALSE	NA	NA	NA	FALSE	NA	166343	D020246	Venous Thrombosis	OTG	NA	DVT of lower extremities and pulmonary embolism	https://genetics.opentargets.org/study/FINNGEN_R6_I9_DVTANDPULM	2022	NA	NA	0.00362882322446864	0.17	2	Preclinical	0.17	2	0	gwas	unsupported target
F7-D001778	1	1	F7-D001778	F7	D001778	Blood Coagulation Disorders	NA	Preclinical	Preclinical	NA	2	1	NA	NA	NA	NA	FALSE	NA	166317	D001778	Blood Coagulation Disorders	OTG	NA	Prothrombin time	https://genetics.opentargets.org/study/GCST001573	2012	NA	NA	0.115024694567195	0.77	1	Preclinical	0.77	1	NA	both	genetically supported target
F7-D002318	0.468	1	F7-D002318	F7	D002318	Cardiovascular Diseases	Preclinical	NA	Preclinical	1	NA	1	FALSE	NA	NA	NA	FALSE	NA	166343	D020246	Venous Thrombosis	OTG	NA	DVT of lower extremities and pulmonary embolism	https://genetics.opentargets.org/study/FINNGEN_R6_I9_DVTANDPULM	2022	NA	NA	0.00362882322446864	0.17	2	Preclinical	0.17	2	0	gwas	unsupported target
F7-D002543	0.426	4	F7-D002543	F7	D002543	Cerebral Hemorrhage	Phase III	NA	Phase III	4	NA	4	TRUE	TRUE	TRUE	FALSE	TRUE	NA	166343	D020246	Venous Thrombosis	OTG	NA	DVT of lower extremities and pulmonary embolism	https://genetics.opentargets.org/study/FINNGEN_R6_I9_DVTANDPULM	2022	NA	NA	0.00362882322446864	0.17	2	Phase III	0.17	2	3	gwas	unsupported target
F7-D002836	0.787	5	F7-D002836	F7	D002836	Hemophilia B	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	TRUE	NA	166330	D005168	Factor VII Deficiency	OMIM	NA	Factor VII deficiency, 227500 (3), Autosomal recessive	https://omim.org/entry/613878	NA	NA	NA	NA	NA	NA	Launched	NA	NA	3	both	unsupported target
F7-D005168	1	4	F7-D005168	F7	D005168	Factor VII Deficiency	Phase III	NA	Phase III	4	NA	4	TRUE	TRUE	TRUE	FALSE	TRUE	NA	166330	D005168	Factor VII Deficiency	OMIM	NA	Factor VII deficiency, 227500 (3), Autosomal recessive	https://omim.org/entry/613878	NA	NA	NA	NA	NA	NA	Phase III	NA	NA	3	both	genetically supported target
F7-D006467	0.817	5	F7-D006467	F7	D006467	Hemophilia A	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	TRUE	2010	166330	D005168	Factor VII Deficiency	OMIM	NA	Factor VII deficiency, 227500 (3), Autosomal recessive	https://omim.org/entry/613878	NA	NA	NA	NA	NA	NA	Launched	NA	NA	3	both	genetically supported target
F7-D006473	0.226	1	F7-D006473	F7	D006473	Postpartum Hemorrhage	NA	Preclinical	Preclinical	NA	2	1	NA	NA	NA	NA	FALSE	NA	166334	D010003	Osteoarthritis	OTG	NA	Osteoarthritis	https://genetics.opentargets.org/study/GCST001209	2011	NA	NA	0.0765590561389861	0.16	2	Preclinical	0.16	2	NA	gwas	unsupported target
F7-D013915	0.515	5	F7-D013915	F7	D013915	Thrombasthenia	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	TRUE	2010	166317	D001778	Blood Coagulation Disorders	OTG	NA	Prothrombin time	https://genetics.opentargets.org/study/GCST001573	2012	NA	NA	0.115024694567195	0.77	1	Launched	0.77	1	3	both	unsupported target
F7-D013927	0.851	1	F7-D013927	F7	D013927	Thrombosis	NA	Preclinical	Preclinical	NA	2	1	NA	NA	NA	NA	FALSE	NA	166343	D020246	Venous Thrombosis	OTG	NA	DVT of lower extremities and pulmonary embolism	https://genetics.opentargets.org/study/FINNGEN_R6_I9_DVTANDPULM	2022	NA	NA	0.00362882322446864	0.17	2	Preclinical	0.17	2	NA	both	genetically supported target
F7-D020246	1	1	F7-D020246	F7	D020246	Venous Thrombosis	Preclinical	NA	Preclinical	1	NA	1	FALSE	NA	NA	NA	FALSE	NA	166343	D020246	Venous Thrombosis	OTG	NA	DVT of lower extremities and pulmonary embolism	https://genetics.opentargets.org/study/FINNGEN_R6_I9_DVTANDPULM	2022	NA	NA	0.00362882322446864	0.17	2	Preclinical	0.17	2	0	both	genetically supported target
F8-D001778	0.695	5	F8-D001778	F8	D001778	Blood Coagulation Disorders	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	TRUE	NA	166356	D006402	Hematologic Diseases	OTG	NA	Hematology traits [AA, RBC]	https://genetics.opentargets.org/study/GCST001779_4	2012	NA	NA	0.00045972784111805	0.17	2	Launched	0.17	2	3	both	unsupported target
F8-D002545	0.243	3	F8-D002545	F8	D002545	Brain Ischemia	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	166356	D006402	Hematologic Diseases	OTG	NA	Hematology traits [AA, RBC]	https://genetics.opentargets.org/study/GCST001779_4	2012	NA	NA	0.00045972784111805	0.17	2	Phase II	0.17	2	2	omim/tcga	unsupported target
F8-D002836	0.839	1	F8-D002836	F8	D002836	Hemophilia B	Preclinical	NA	Preclinical	1	NA	1	FALSE	NA	NA	NA	FALSE	NA	166357	D006467	Hemophilia A	OMIM	NA	Hemophilia A, 306700 (3), X-linked recessive	https://omim.org/entry/300841	NA	NA	NA	NA	NA	NA	Preclinical	NA	NA	0	both	genetically supported target
F8-D006009	0.32	1	F8-D006009	F8	D006009	Glycogen Storage Disease Type II	Preclinical	NA	Preclinical	1	NA	1	FALSE	NA	NA	NA	FALSE	NA	166357	D006467	Hemophilia A	OMIM	NA	Hemophilia A, 306700 (3), X-linked recessive	https://omim.org/entry/300841	NA	NA	NA	NA	NA	NA	Preclinical	NA	NA	0	both	unsupported target
F8-D006467	1	5	F8-D006467	F8	D006467	Hemophilia A	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	TRUE	NA	166357	D006467	Hemophilia A	OMIM	NA	Hemophilia A, 306700 (3), X-linked recessive	https://omim.org/entry/300841	NA	NA	NA	NA	NA	NA	Launched	NA	NA	3	both	genetically supported target
F8-D013927	0.256	3	F8-D013927	F8	D013927	Thrombosis	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	166356	D006402	Hematologic Diseases	OTG	NA	Hematology traits [AA, RBC]	https://genetics.opentargets.org/study/GCST001779_4	2012	NA	NA	0.00045972784111805	0.17	2	Phase II	0.17	2	2	both	unsupported target
F8-D014842	0.878	2	F8-D014842	F8	D014842	von Willebrand Diseases	NA	Phase I	Phase I	NA	3	2	TRUE	NA	NA	NA	TRUE	NA	166357	D006467	Hemophilia A	OMIM	NA	Hemophilia A, 306700 (3), X-linked recessive	https://omim.org/entry/300841	NA	NA	NA	NA	NA	NA	Phase I	NA	NA	0	both	genetically supported target
F8-D020246	0.241	3	F8-D020246	F8	D020246	Venous Thrombosis	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	166356	D006402	Hematologic Diseases	OTG	NA	Hematology traits [AA, RBC]	https://genetics.opentargets.org/study/GCST001779_4	2012	NA	NA	0.00045972784111805	0.17	2	Phase II	0.17	2	2	both	unsupported target
F8-D020521	0.259	3	F8-D020521	F8	D020521	Stroke	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	166356	D006402	Hematologic Diseases	OTG	NA	Hematology traits [AA, RBC]	https://genetics.opentargets.org/study/GCST001779_4	2012	NA	NA	0.00045972784111805	0.17	2	Phase II	0.17	2	2	gwas	unsupported target
F9-D001778	0.475	5	F9-D001778	F9	D001778	Blood Coagulation Disorders	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	FALSE	NA	166359	D002836	Hemophilia B	OMIM	NA	Hemophilia B, 306900 (3), X-linked recessive	https://omim.org/entry/300746	NA	NA	NA	NA	NA	NA	Launched	NA	NA	3	both	unsupported target
F9-D002545	0.19	3	F9-D002545	F9	D002545	Brain Ischemia	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	166359	D002836	Hemophilia B	OMIM	NA	Hemophilia B, 306900 (3), X-linked recessive	https://omim.org/entry/300746	NA	NA	NA	NA	NA	NA	Phase II	NA	NA	2	omim/tcga	unsupported target
F9-D002836	1	5	F9-D002836	F9	D002836	Hemophilia B	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	TRUE	2018	166359	D002836	Hemophilia B	OMIM	NA	Hemophilia B, 306900 (3), X-linked recessive	https://omim.org/entry/300746	NA	NA	NA	NA	NA	NA	Launched	NA	NA	3	both	genetically supported target
F9-D006467	0.839	5	F9-D006467	F9	D006467	Hemophilia A	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	FALSE	2020	166359	D002836	Hemophilia B	OMIM	NA	Hemophilia B, 306900 (3), X-linked recessive	https://omim.org/entry/300746	NA	NA	NA	NA	NA	NA	Launched	NA	NA	3	both	genetically supported target
F9-D009203	0.196	1	F9-D009203	F9	D009203	Myocardial Infarction	Preclinical	NA	Preclinical	1	NA	1	FALSE	NA	NA	NA	FALSE	NA	166359	D002836	Hemophilia B	OMIM	NA	Hemophilia B, 306900 (3), X-linked recessive	https://omim.org/entry/300746	NA	NA	NA	NA	NA	NA	Preclinical	NA	NA	0	gwas	unsupported target
F9-D011655	0.191	3	F9-D011655	F9	D011655	Pulmonary Embolism	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	166359	D002836	Hemophilia B	OMIM	NA	Hemophilia B, 306900 (3), X-linked recessive	https://omim.org/entry/300746	NA	NA	NA	NA	NA	NA	Phase II	NA	NA	2	gwas	unsupported target
F9-D013927	0.195	1	F9-D013927	F9	D013927	Thrombosis	Preclinical	NA	Preclinical	1	NA	1	FALSE	NA	NA	NA	FALSE	NA	166359	D002836	Hemophilia B	OMIM	NA	Hemophilia B, 306900 (3), X-linked recessive	https://omim.org/entry/300746	NA	NA	NA	NA	NA	NA	Preclinical	NA	NA	0	both	unsupported target
F9-D020246	0.189	3	F9-D020246	F9	D020246	Venous Thrombosis	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	166359	D002836	Hemophilia B	OMIM	NA	Hemophilia B, 306900 (3), X-linked recessive	https://omim.org/entry/300746	NA	NA	NA	NA	NA	NA	Phase II	NA	NA	2	both	unsupported target
F9-D020521	0.196	3	F9-D020521	F9	D020521	Stroke	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	166359	D002836	Hemophilia B	OMIM	NA	Hemophilia B, 306900 (3), X-linked recessive	https://omim.org/entry/300746	NA	NA	NA	NA	NA	NA	Phase II	NA	NA	2	gwas	unsupported target
F9-D020767	0.181	1	F9-D020767	F9	D020767	Intracranial Thrombosis	Preclinical	NA	Preclinical	1	NA	1	FALSE	NA	NA	NA	FALSE	NA	166359	D002836	Hemophilia B	OMIM	NA	Hemophilia B, 306900 (3), X-linked recessive	https://omim.org/entry/300746	NA	NA	NA	NA	NA	NA	Preclinical	NA	NA	0	gwas	unsupported target
FAAH-D000072861	0.029	3	FAAH-D000072861	FAAH	D000072861	Phobia, Social	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	166379	D008593	Menopause	OTG	NA	Age at menopause	https://genetics.opentargets.org/study/GCST007079	2018	NA	NA	0.280460378356925	0.15	2	Phase II	0.15	2	2	gwas	unsupported target
FAAH-D001008	0.032	1	FAAH-D001008	FAAH	D001008	Anxiety Disorders	NA	Preclinical	Preclinical	NA	2	1	NA	NA	NA	NA	FALSE	NA	166379	D008593	Menopause	OTG	NA	Age at menopause	https://genetics.opentargets.org/study/GCST007079	2018	NA	NA	0.280460378356925	0.15	2	Preclinical	0.15	2	NA	gwas	unsupported target
FAAH-D001321	0.031	3	FAAH-D001321	FAAH	D001321	Autistic Disorder	NA	Phase II	Phase II	NA	4	3	TRUE	TRUE	NA	NA	FALSE	NA	166379	D008593	Menopause	OTG	NA	Age at menopause	https://genetics.opentargets.org/study/GCST007079	2018	NA	NA	0.280460378356925	0.15	2	Phase II	0.15	2	1	both	unsupported target
FAAH-D003371	0.18	1	FAAH-D003371	FAAH	D003371	Cough	NA	Preclinical	Preclinical	NA	2	1	NA	NA	NA	NA	FALSE	NA	166380	D008594	Menopause, Premature	OTG	NA	Menopause (age at onset)	https://genetics.opentargets.org/study/GCST005312	2015	NA	NA	0.278919973975277	0.14	2	Preclinical	0.14	2	NA	gwas	unsupported target
